from_label_id,from_label,from_token_text,from_token_stanza_pos,from_token_stanza_dep,from_token_ckip_pos,to_label_id,to_label,to_token_text,to_token_stanza_pos,to_token_stanza_dep,to_token_ckip_pos,relation_label,direction
WQtt-YxaNB,OPINION_OPR,說,VERB,root,VE,MtONrAmJYN,OPINION_SEG,無稽,ADJ,parataxis,VH,OPR->SEG,right
WQtt-YxaNB,OPINION_OPR,說,VERB,root,VE,MtONrAmJYN,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
tD6vGeqX-h,OPINION_OPR,指出,VERB,root,VE,spriPyMxPI,OPINION_SRC,師團,NOUN,nsubj,Na,OPR->SRC,left
tD6vGeqX-h,OPINION_OPR,指出,VERB,root,VE,5bbxbehZih,OPINION_SEG,擔任,VERB,ccomp,VG,OPR->SEG,right
tD6vGeqX-h,OPINION_OPR,指出,VERB,root,VE,5bbxbehZih,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
tD6vGeqX-h,OPINION_OPR,指出,VERB,root,VE,5bbxbehZih,OPINION_SEG,有,VERB,ccomp,VJ,OPR->SEG,right
tD6vGeqX-h,OPINION_OPR,指出,VERB,root,VE,5bbxbehZih,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
9R8aEmHo9m,OPINION_OPR,強調,VERB,root,VE,rdh0ziOjY-,OPINION_SRC,聲明,NOUN,nsubj,Na,OPR->SRC,left
9R8aEmHo9m,OPINION_OPR,強調,VERB,root,VE,vLGd6OzPJl,OPINION_SEG,以,VERB,ccomp,P,OPR->SEG,right
9R8aEmHo9m,OPINION_OPR,強調,VERB,root,VE,vLGd6OzPJl,OPINION_SEG,對付,VERB,ccomp,VC,OPR->SEG,right
9R8aEmHo9m,OPINION_OPR,強調,VERB,root,VE,vLGd6OzPJl,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
9R8aEmHo9m,OPINION_OPR,強調,VERB,root,VE,vLGd6OzPJl,OPINION_SEG,務請,VERB,ccomp,D,OPR->SEG,right
9R8aEmHo9m,OPINION_OPR,強調,VERB,root,VE,vLGd6OzPJl,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
gnvaiIlj5P,OPINION_OPR,表示,VERB,root,VE,LTlwQe3DbJ,OPINION_SEG,由,VERB,ccomp,P,OPR->SEG,right
gnvaiIlj5P,OPINION_OPR,表示,VERB,root,VE,LTlwQe3DbJ,OPINION_SEG,定,VERB,ccomp,VC,OPR->SEG,right
gnvaiIlj5P,OPINION_OPR,表示,VERB,root,VE,LTlwQe3DbJ,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
eQeSD9tOl4,OPINION_OPR,指出,VERB,root,VE,sdZs8O5u7C,OPINION_SRC,部,PART,nsubj,Nc,OPR->SRC,left
eQeSD9tOl4,OPINION_OPR,指出,VERB,root,VE,XJpXenb_XD,OPINION_SEG,請,VERB,ccomp,VF,OPR->SEG,right
eQeSD9tOl4,OPINION_OPR,指出,VERB,root,VE,XJpXenb_XD,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
JITVdShTIz,OPINION_OPR,說明,NOUN,nsubj,VE,IS6R5HaYvm,OPINION_SRC,部,PART,nmod,Na,OPR->SRC,left
1yC1okTyjP,OPINION_OPR,指出,VERB,root,VE,xqKVQTrSHx,OPINION_SEG,增加,VERB,ccomp,VHC,OPR->SEG,right
1yC1okTyjP,OPINION_OPR,指出,VERB,root,VE,xqKVQTrSHx,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
1yC1okTyjP,OPINION_OPR,指出,VERB,root,VE,xqKVQTrSHx,OPINION_SEG,上升,VERB,parataxis,VA,OPR->SEG,right
1yC1okTyjP,OPINION_OPR,指出,VERB,root,VE,xqKVQTrSHx,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
E5w0gV-5n5,OPINION_OPR,表示,VERB,root,VE,R7qu1VmoQl,OPINION_SRC,蔣,PROPN,nsubj,Nb,OPR->SRC,left
E5w0gV-5n5,OPINION_OPR,表示,VERB,root,VE,WkWD5yZDpW,OPINION_SEG,出發,VERB,ccomp,VA,OPR->SEG,right
E5w0gV-5n5,OPINION_OPR,表示,VERB,root,VE,WkWD5yZDpW,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
Q7iRwNGssN,OPINION_OPR,要求,VERB,advcl,VF,1Ivl0VUR6G,OPINION_SEG,做好,VERB,ccomp,VC,OPR->SEG,right
Q7iRwNGssN,OPINION_OPR,要求,VERB,advcl,VF,VFVSAS_KjE,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,,right
Ar3ecYaEt1,OPINION_OPR,答覆,VERB,advcl,VE,T85dCJAZ1R,OPINION_SRC,大隊,NOUN,nsubj,Nc,OPR->SRC,left
Ar3ecYaEt1,OPINION_OPR,答覆,VERB,advcl,VE,0sFr1nH7aj,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
TnPCBRoRnp,OPINION_OPR,提到,VERB,root,VE,ube7WIoSH-,OPINION_SRC,局,PART,nsubj,Na,OPR->SRC,left
TnPCBRoRnp,OPINION_OPR,提到,VERB,root,VE,gJ1HAbbWDP,OPINION_SEG,屬,VERB,ccomp,VG,OPR->SEG,right
TnPCBRoRnp,OPINION_OPR,提到,VERB,root,VE,gJ1HAbbWDP,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
TnPCBRoRnp,OPINION_OPR,提到,VERB,root,VE,gJ1HAbbWDP,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
TnPCBRoRnp,OPINION_OPR,提到,VERB,root,VE,gJ1HAbbWDP,OPINION_SEG,多,ADJ,parataxis,VH,OPR->SEG,right
TnPCBRoRnp,OPINION_OPR,提到,VERB,root,VE,gJ1HAbbWDP,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
Epd1DTxv2T,OPINION_OPR,說,VERB,root,VE,82R4K1YZWb,OPINION_SRC,謝銘,PROPN,nsubj,Nb,OPR->SRC,left
Epd1DTxv2T,OPINION_OPR,說,VERB,root,VE,Tsh3P53HCv,OPINION_SEG,加裝,VERB,ccomp,VC,OPR->SEG,right
lUETOH8yIo,OPINION_OPR,承認,VERB,advcl,VE,drG4_YrFEm,OPINION_SRC,部長,NOUN,nsubj,Na,OPR->SRC,left
EuBcEbmlky,OPINION_OPR,回應,VERB,root,VC,FHAE23Iqge,OPINION_SRC,人,PART,nsubj,Na,OPR->SRC,left
EuBcEbmlky,OPINION_OPR,回應,VERB,root,VC,m6Bgq1RzGr,OPINION_SEG,表達,VERB,parataxis,VC,OPR->SEG,right
EuBcEbmlky,OPINION_OPR,回應,VERB,root,VC,m6Bgq1RzGr,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
5_jeVOiaGq,OPINION_OPR,指出,VERB,root,VE,CMb5a8QyU7,OPINION_SRC,歐江安,PROPN,nsubj,Nb,OPR->SRC,left
5_jeVOiaGq,OPINION_OPR,指出,VERB,root,VE,QO0ValvYoR,OPINION_SEG,福祉,NOUN,ccomp,Na,OPR->SEG,right
5_jeVOiaGq,OPINION_OPR,指出,VERB,root,VE,QO0ValvYoR,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
FPv2RevBoT,OPINION_OPR,提到,VERB,advcl,VE,i5CXcCqb-C,OPINION_SRC,歐江安,PROPN,nsubj,Nb,OPR->SRC,left
1L91LkvE1m,OPINION_OPR,強調,VERB,root,VE,4ZPo1LkFQE,OPINION_SRC,歐江,PROPN,nsubj,Nb,OPR->SRC,left
1L91LkvE1m,OPINION_OPR,強調,VERB,root,VE,wh6F5DOBNv,OPINION_SEG,協助,VERB,ccomp,VC,OPR->SEG,right
1L91LkvE1m,OPINION_OPR,強調,VERB,root,VE,wh6F5DOBNv,OPINION_SEG,普獲,VERB,ccomp,VJ,OPR->SEG,right
1L91LkvE1m,OPINION_OPR,強調,VERB,root,VE,wh6F5DOBNv,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
Qk_GGVrY1Q,OPINION_OPR,指出,VERB,root,VE,ehVjgNFWLc,OPINION_SRC,馬,PROPN,nsubj,Nb,OPR->SRC,left
Qk_GGVrY1Q,OPINION_OPR,指出,VERB,root,VE,i_OTG15VdF,OPINION_SEG,希望,VERB,ccomp,VK,OPR->SEG,right
Qk_GGVrY1Q,OPINION_OPR,指出,VERB,root,VE,i_OTG15VdF,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
Qk_GGVrY1Q,OPINION_OPR,指出,VERB,root,VE,i_OTG15VdF,OPINION_SEG,減少,VERB,ccomp,VHC,OPR->SEG,right
Qk_GGVrY1Q,OPINION_OPR,指出,VERB,root,VE,i_OTG15VdF,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
8oupDKK005,OPINION_OPR,指出,VERB,parataxis,VE,JmDITFmYBy,OPINION_SEG,收場,VERB,ccomp,VH,OPR->SEG,right
8oupDKK005,OPINION_OPR,指出,VERB,parataxis,VE,JmDITFmYBy,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
HJQ6WAFBep,OPINION_OPR,表示,VERB,root,VE,2RZUA4_IJ-,OPINION_SRC,馬,PROPN,nsubj,Nb,OPR->SRC,left
HJQ6WAFBep,OPINION_OPR,表示,VERB,root,VE,P7RBgcX3U9,OPINION_SEG,希望,VERB,ccomp,VK,OPR->SEG,right
HJQ6WAFBep,OPINION_OPR,表示,VERB,root,VE,P7RBgcX3U9,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
GR63Labw9H,OPINION_OPR,透露,VERB,parataxis,VE,lOE2FXb5Iw,OPINION_SRC,議長,NOUN,nsubj,Na,OPR->SRC,left
Gb4aSmfONp,OPINION_OPR,表示,VERB,root,VE,661aXNDrb7,OPINION_SRC,康裕,PROPN,nsubj,Nb,OPR->SRC,left
Gb4aSmfONp,OPINION_OPR,表示,VERB,root,VE,661aXNDrb7,OPINION_SRC,成事,VERB,advcl,VH,OPR->SRC,left
Gb4aSmfONp,OPINION_OPR,表示,VERB,root,VE,mV5pxFjety,OPINION_SEG,議長,NOUN,ccomp,Na,OPR->SEG,right
Gb4aSmfONp,OPINION_OPR,表示,VERB,root,VE,mV5pxFjety,OPINION_SEG,看,VERB,ccomp,VC,OPR->SEG,right
Gb4aSmfONp,OPINION_OPR,表示,VERB,root,VE,mV5pxFjety,OPINION_SEG,！,PUNCT,punct,EXCLAMATIONCATEGORY,OPR->SEG,right
xUSEtsGtea,OPINION_OPR,稱,VERB,advcl,VE,7D5FcbxCcM,OPINION_SRC,者,PART,nsubj,Na,OPR->SRC,left
Wt-iczAVQJ,OPINION_OPR,笑,ADJ,ccomp,VE,WyCS7AieNi,OPINION_SRC,人,NOUN,nsubj,Na,OPR->SRC,left
gCo_0xr9uC,OPINION_OPR,說,VERB,parataxis,VE,maAgV6TFQY;vZ1wuyVhAa,OPINION_SRC;Pronoun,她,PRON,nsubj,Nh,OPR->SRC,left
nOqN1D6tVh,OPINION_OPR,說,VERB,parataxis,VE,zk-bAENn5F,OPINION_SRC,她,PRON,nsubj,Nh,OPR->SRC,left
nOqN1D6tVh,OPINION_OPR,說,VERB,parataxis,VE,54bp629-3H,OPINION_SEG,說,VERB,ccomp,VE,OPR->SEG,right
2RTUTxdFBV,OPINION_OPR,說,VERB,root,VE,GsH8w56tjO,OPINION_SRC,蔡,PROPN,nsubj,Nb,OPR->SRC,left
2RTUTxdFBV,OPINION_OPR,說,VERB,root,VE,AEgPlIzcm5,OPINION_SEG,要,VERB,ccomp,D,OPR->SEG,right
2RTUTxdFBV,OPINION_OPR,說,VERB,root,VE,AEgPlIzcm5,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
5b7G05h6zP,OPINION_OPR,說,VERB,ccomp,VE,4RF-vp5sP6,OPINION_SRC,人,NOUN,nsubj,Na,OPR->SRC,left
fibGYs-9Dk,OPINION_OPR,稱,VERB,advcl,VG,O-ZVsaZjR_,OPINION_SRC,人,NOUN,nsubj,Na,OPR->SRC,left
fibGYs-9Dk,OPINION_OPR,稱,VERB,advcl,VG,9FTC7YJzOG,OPINION_SEG,德,PROPN,ccomp,Na,OPR->SEG,right
5b7G05h6zP,OPINION_OPR,說,VERB,ccomp,VE,hJEqtylmid,OPINION_SEG,賴神,PROPN,ccomp,Nb,,right
n349u6eiVY,OPINION_OPR,說,VERB,ccomp,VE,fKX4d9Ugj7,OPINION_SRC,人,NOUN,nsubj,Na,OPR->SRC,left
uAkCnST7hu,OPINION_OPR,表示,VERB,root,VE,X0n8OWSQH8;NmMFnCet9-,OPINION_SRC;Pronoun,他,PRON,nsubj,Nh,OPR->SRC,left
uAkCnST7hu,OPINION_OPR,表示,VERB,root,VE,k2z-2Whe8P,OPINION_SEG,將到,VERB,ccomp,D,OPR->SEG,right
uAkCnST7hu,OPINION_OPR,表示,VERB,root,VE,k2z-2Whe8P,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
cm4fl1Koi1,OPINION_OPR,表示,VERB,root,VE,SfxoMKmvvv,OPINION_SRC,蔡,PROPN,nsubj,Nb,OPR->SRC,left
cm4fl1Koi1,OPINION_OPR,表示,VERB,root,VE,EUO3KawhCH,OPINION_SEG,到,VERB,xcomp,VCL,OPR->SEG,right
cm4fl1Koi1,OPINION_OPR,表示,VERB,root,VE,EUO3KawhCH,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
cm4fl1Koi1,OPINION_OPR,表示,VERB,root,VE,EUO3KawhCH,OPINION_SEG,聽聽,VERB,ccomp,VE,OPR->SEG,right
cm4fl1Koi1,OPINION_OPR,表示,VERB,root,VE,EUO3KawhCH,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
LZXy8KN1FY,OPINION_OPR,說,VERB,advcl,VE,qLEfidkZdZ,OPINION_SRC,蔡,PROPN,nsubj,Nb,OPR->SRC,left
LZXy8KN1FY,OPINION_OPR,說,VERB,advcl,VE,pK-p-KzvnB,OPINION_SEG,也是,VERB,ccomp,D,OPR->SEG,right
LZXy8KN1FY,OPINION_OPR,說,VERB,advcl,VE,pK-p-KzvnB,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
DCeB24J5cA,OPINION_OPR,表示,VERB,parataxis,VE,qGEa_C3ekw;-2iUWYwQGN,OPINION_SRC;Pronoun,他,PRON,nsubj,Nh,OPR->SRC,left
DCeB24J5cA,OPINION_OPR,表示,VERB,parataxis,VE,0hd-7Q5pvw,OPINION_SEG,準備,VERB,ccomp,VC,OPR->SEG,right
DCeB24J5cA,OPINION_OPR,表示,VERB,parataxis,VE,0hd-7Q5pvw,OPINION_SEG,有,VERB,ccomp,V_2,OPR->SEG,right
FEluzSlbUU,OPINION_OPR,表示,VERB,root,VE,1SI87W7e_D,OPINION_SRC,蔡,PROPN,nsubj,Nb,OPR->SRC,left
FEluzSlbUU,OPINION_OPR,表示,VERB,root,VE,Wne6MjsSYP,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
FEluzSlbUU,OPINION_OPR,表示,VERB,root,VE,Wne6MjsSYP,OPINION_SEG,讓,VERB,ccomp,VL,OPR->SEG,right
FEluzSlbUU,OPINION_OPR,表示,VERB,root,VE,Wne6MjsSYP,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
I1kFXYvuG4,OPINION_OPR,說,VERB,root,VE,NtezZSFKu4,OPINION_SRC,蔡,PROPN,nsubj,Nb,OPR->SRC,left
I1kFXYvuG4,OPINION_OPR,說,VERB,root,VE,fkk9cfi9pL,OPINION_SEG,相信,VERB,parataxis,VK,OPR->SEG,right
I1kFXYvuG4,OPINION_OPR,說,VERB,root,VE,fkk9cfi9pL,OPINION_SEG,讓,VERB,ccomp,VL,OPR->SEG,right
I1kFXYvuG4,OPINION_OPR,說,VERB,root,VE,fkk9cfi9pL,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
n-L4YLOe08,OPINION_OPR,說,VERB,root,VE,0bK3v3mWB6,OPINION_SRC,蔡,PROPN,nsubj,Nb,OPR->SRC,left
n-L4YLOe08,OPINION_OPR,說,VERB,root,VE,IflptULBkf,OPINION_SEG,焦點,NOUN,ccomp,Na,OPR->SEG,right
n-L4YLOe08,OPINION_OPR,說,VERB,root,VE,IflptULBkf,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
ed1Y9iqlrc,OPINION_OPR,表示,VERB,root,VE,rfWegPoijx,OPINION_SRC,侯,PROPN,nsubj,Nb,OPR->SRC,left
ed1Y9iqlrc,OPINION_OPR,表示,VERB,root,VE,rwHfsr3SKu,OPINION_SEG,做好,VERB,ccomp,VC,OPR->SEG,right
ed1Y9iqlrc,OPINION_OPR,表示,VERB,root,VE,rwHfsr3SKu,OPINION_SEG,不辜,VERB,ccomp,D,OPR->SEG,right
ed1Y9iqlrc,OPINION_OPR,表示,VERB,root,VE,rwHfsr3SKu,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
L7H_zlqNSN,OPINION_OPR,回應,VERB,root,VC,PlUCrde8dw,OPINION_SRC,侯友宜,PROPN,nsubj,Nb,OPR->SRC,left
L7H_zlqNSN,OPINION_OPR,回應,VERB,root,VC,BSCFuROJpk,OPINION_SEG,打拚,VERB,parataxis,VA,OPR->SEG,right
L7H_zlqNSN,OPINION_OPR,回應,VERB,root,VC,BSCFuROJpk,OPINION_SEG,事情,NOUN,ccomp,Na,OPR->SEG,right
L7H_zlqNSN,OPINION_OPR,回應,VERB,root,VC,BSCFuROJpk,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
p-hU6J3zE9,OPINION_OPR,表示,VERB,root,VE,-mJZG-C5_t,OPINION_SRC,侯,PROPN,nsubj,Nb,OPR->SRC,left
p-hU6J3zE9,OPINION_OPR,表示,VERB,root,VE,QeM68qKLjc,OPINION_SEG,展現,VERB,ccomp,VC,OPR->SEG,right
p-hU6J3zE9,OPINION_OPR,表示,VERB,root,VE,QeM68qKLjc,OPINION_SEG,看見,VERB,ccomp,VE,OPR->SEG,right
p-hU6J3zE9,OPINION_OPR,表示,VERB,root,VE,QeM68qKLjc,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
XYLD3OXAVJ,OPINION_OPR,說,VERB,root,VE,XwTgYwAE6H,OPINION_SRC,侯友,NOUN,nsubj,Nb,OPR->SRC,left
XYLD3OXAVJ,OPINION_OPR,說,VERB,root,VE,XwTgYwAE6H,OPINION_SRC,宜,ADV,advmod,VH,OPR->SRC,left
XYLD3OXAVJ,OPINION_OPR,說,VERB,root,VE,kzQQbCbpyk,OPINION_SEG,很快,ADJ,ccomp,Dfa,OPR->SEG,right
XYLD3OXAVJ,OPINION_OPR,說,VERB,root,VE,kzQQbCbpyk,OPINION_SEG,交流,VERB,ccomp,VH,OPR->SEG,right
XYLD3OXAVJ,OPINION_OPR,說,VERB,root,VE,kzQQbCbpyk,OPINION_SEG,做,VERB,ccomp,VC,OPR->SEG,right
XYLD3OXAVJ,OPINION_OPR,說,VERB,root,VE,kzQQbCbpyk,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
XYLD3OXAVJ,OPINION_OPR,說,VERB,root,VE,kzQQbCbpyk,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
LwHvjKfYNV,OPINION_OPR,宣布,VERB,root,VE,R-keIUyaMg,OPINION_SRC,部,PART,nsubj,Na,OPR->SRC,left
LwHvjKfYNV,OPINION_OPR,宣布,VERB,root,VE,bzfKDpvsaE,OPINION_SEG,訪問,VERB,ccomp,VC,OPR->SEG,right
LwHvjKfYNV,OPINION_OPR,宣布,VERB,root,VE,bzfKDpvsaE,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
GsODgZeEmT,OPINION_OPR,表示,VERB,root,VE,-zkO4sQ9T7,OPINION_SRC,部,PART,nsubj,Nc,OPR->SRC,left
GsODgZeEmT,OPINION_OPR,表示,VERB,root,VE,IULJKIfGkU,OPINION_SEG,連署,VERB,ccomp,VC,OPR->SEG,right
GsODgZeEmT,OPINION_OPR,表示,VERB,root,VE,IULJKIfGkU,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
zHm5tVNosB,OPINION_OPR,指出,VERB,root,VE,FRCFC6HM3j,OPINION_SRC,AIT,X,nsubj,FW,OPR->SRC,left
zHm5tVNosB,OPINION_OPR,指出,VERB,root,VE,cTbEmGdy2v,OPINION_SEG,環,NOUN,ccomp,Na,OPR->SEG,right
zHm5tVNosB,OPINION_OPR,指出,VERB,root,VE,cTbEmGdy2v,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
JYCbINxMs6,OPINION_OPR,說明,VERB,root,VE,W5A4klKzAX,OPINION_SRC,部,PART,nsubj,Nc,OPR->SRC,left
JYCbINxMs6,OPINION_OPR,說明,VERB,root,VE,YugUvdy38_,OPINION_SEG,接受,VERB,parataxis,VC,OPR->SEG,right
JYCbINxMs6,OPINION_OPR,說明,VERB,root,VE,YugUvdy38_,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
MdIXgKRdRb,OPINION_OPR,表示,VERB,root,VE,YvCqpVM8nN,OPINION_SRC,AIT,X,nsubj,FW,OPR->SRC,left
MdIXgKRdRb,OPINION_OPR,表示,VERB,root,VE,oMdWr0i7ym,OPINION_SEG,討論,VERB,ccomp,VE,OPR->SEG,right
MdIXgKRdRb,OPINION_OPR,表示,VERB,root,VE,oMdWr0i7ym,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
MsNoHywMA0,OPINION_OPR,回顧,VERB,root,VE,6g-4TgeL9K,OPINION_SRC,部,PART,nsubj,Nc,OPR->SRC,left
MsNoHywMA0,OPINION_OPR,回顧,VERB,root,VE,87m9NG1SHN,OPINION_SEG,包括,VERB,parataxis,VK,OPR->SEG,right
MsNoHywMA0,OPINION_OPR,回顧,VERB,root,VE,87m9NG1SHN,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
xiIphXgg-p,OPINION_OPR,指出,VERB,root,VE,aDpJ3JCSg8,OPINION_SRC,部,PART,nsubj,Nc,OPR->SRC,left
xiIphXgg-p,OPINION_OPR,指出,VERB,root,VE,gjUTDFXm2p,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
xiIphXgg-p,OPINION_OPR,指出,VERB,root,VE,gjUTDFXm2p,OPINION_SEG,展現,VERB,ccomp,VC,OPR->SEG,right
xiIphXgg-p,OPINION_OPR,指出,VERB,root,VE,gjUTDFXm2p,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
bEK2COq0sX,OPINION_OPR,質疑,VERB,advcl,VE,FEkqtTBNam,OPINION_SRC,國民,NOUN,nsubj,Nb,OPR->SRC,left
bEK2COq0sX,OPINION_OPR,質疑,VERB,advcl,VE,FEkqtTBNam,OPINION_SRC,委洪,VERB,advcl,Na,OPR->SRC,left
S_w3Fsv8M5,OPINION_OPR,質疑,VERB,advcl,VE,ZkgWy3XMuI,OPINION_SRC,洪,PROPN,nsubj,Nb,OPR->SRC,left
dGQEYB2sTz,OPINION_OPR,指出,VERB,root,VE,m_ft9i-Ygb,OPINION_SRC,洪,PROPN,nsubj,Nb,OPR->SRC,left
dGQEYB2sTz,OPINION_OPR,指出,VERB,root,VE,WSJjNXEq-g,OPINION_SEG,就是,VERB,ccomp,D,OPR->SEG,right
dGQEYB2sTz,OPINION_OPR,指出,VERB,root,VE,WSJjNXEq-g,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
5yBVgXvf6_,OPINION_OPR,認為,VERB,root,VE,BhO49hb7_W,OPINION_SRC,洪,PROPN,nsubj,Nb,OPR->SRC,left
5yBVgXvf6_,OPINION_OPR,認為,VERB,root,VE,fn3aSBxsZH,OPINION_SEG,使用,NOUN,obj,VC,OPR->SEG,right
5yBVgXvf6_,OPINION_OPR,認為,VERB,root,VE,fn3aSBxsZH,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
5yBVgXvf6_,OPINION_OPR,認為,VERB,root,VE,fn3aSBxsZH,OPINION_SEG,是,VERB,parataxis,SHI,OPR->SEG,right
5yBVgXvf6_,OPINION_OPR,認為,VERB,root,VE,fn3aSBxsZH,OPINION_SEG,用,VERB,parataxis,VC,OPR->SEG,right
5yBVgXvf6_,OPINION_OPR,認為,VERB,root,VE,fn3aSBxsZH,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
s1tteOmqS-,OPINION_OPR,批評,VERB,parataxis,VC,cyLSz_86i3,OPINION_SRC,洪,PROPN,nsubj,Nb,OPR->SRC,left
s1tteOmqS-,OPINION_OPR,批評,VERB,parataxis,VC,6Gqh8BqO5f,OPINION_SEG,？,PUNCT,punct,QUESTIONCATEGORY,OPR->SEG,right
fGpgDq61S_,OPINION_OPR,質疑,VERB,advcl,VE,Fkp_DaH2ho,OPINION_SRC,洪,PROPN,nsubj,Nb,OPR->SRC,left
48uqi3S4uq,OPINION_OPR,批評,VERB,root,VC,hW01vpMKSk,OPINION_SRC,洪,PROPN,nsubj,Nb,OPR->SRC,left
48uqi3S4uq,OPINION_OPR,批評,VERB,root,VC,RxBSVUBPKd,OPINION_SEG,尊重,VERB,ccomp,VJ,OPR->SEG,right
48uqi3S4uq,OPINION_OPR,批評,VERB,root,VC,RxBSVUBPKd,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
9tKo8md-4e,OPINION_OPR,表示,VERB,acl,VE,pwaaN-2W4P;x074moeNih,OPINION_SRC;Coreference,部長,NOUN,nsubj,Na,OPR->SRC,left
QxZWUj5qjD,OPINION_OPR,提及,VERB,root,VE,ajaNKj9eVV;vOP2Xf5WFf,OPINION_SRC;Pronoun,她,PRON,nsubj,Nh,OPR->SRC,left
QxZWUj5qjD,OPINION_OPR,提及,VERB,root,VE,8toYGrnkgf,OPINION_SEG,去查,VERB,ccomp,D,OPR->SEG,right
2bbMvVqAsE,OPINION_OPR,指出,VERB,root,VE,_pIzhCIOom,OPINION_SRC,王,PROPN,nsubj,Nb,OPR->SRC,left
2bbMvVqAsE,OPINION_OPR,指出,VERB,root,VE,8SFvlelt1q,OPINION_SEG,做,VERB,ccomp,VC,OPR->SEG,right
2bbMvVqAsE,OPINION_OPR,指出,VERB,root,VE,8SFvlelt1q,OPINION_SEG,，,PUNCT,punct,COMMACATEGORY,OPR->SEG,right
2bbMvVqAsE,OPINION_OPR,指出,VERB,root,VE,8SFvlelt1q,OPINION_SEG,。,PUNCT,punct,PERIODCATEGORY,OPR->SEG,right
vc9IyFP1FT,OPINION_OPR,強調,VERB,root,VE,7x03rBcn24,OPINION_SRC,王,PROPN,nsubj,Nb,OPR->SRC,left
vc9IyFP1FT,OPINION_OPR,強調,VERB,root,VE,7x03rBcn24,OPINION_SRC,花,PART,nsubj,Ng,OPR->SRC,left
vc9IyFP1FT,OPINION_OPR,強調,VERB,root,VE,u1iXNa_-7L,OPINION_SEG,處理,VERB,ccomp,VC,OPR->SEG,right
